
# New session started: 2016-08-24 09:48:22 (EDT)
# mode=1, expid=1, expType=0, user=0
2.3
180.102.109.31|180.102.109.31|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:46.0) Gecko/20100101 Firefox/46.0
0|24|0
0|4|5|7|5|21.041
1|12|6|8|6|22.925
2|11|4|1|1|11.984
3|12|5|3|3|51.813
4|50|6|1|1|20.717
5|11|7|8|8|99.422|20|57.963
CHECKPOINT|PASS
7|11|5|3|3|79.597
8|50|8|6|8|9.313
9|4|1|6|1|70.974
10|11|6|2|2|43.889
